State,Code,State2,Population,statesselected2.ID,statesselected2.Date / Time,statesselected2.Country,statesselected2.City,statesselected2.State,statesselected2.Shape,statesselected2.Summary,statesselected2.lat,statesselected2.lng,statesselected2.Date,statesselected2.Time
California,CA,.California,39167117,736,09/03/2016 22:28,USA,Angels Camp,CA,Unknown,Flying red flashing light with no sound heading from West to East,38.0682555,-120.5396455,09/03/2016,22:28
California,CA,.California,39167117,738,09/03/2016 21:58,USA,Idyllwild,CA,Formation,"More than 50 bright lights in the Northern sky moved slowly towards the 
east blinking and moving in all directions",33.7400209,-116.7189074,09/03/2016,21:58
California,CA,.California,39167117,740,09/03/2016 20:50,USA,San Pedro,CA,Circle,"Circular Flashing object in eastern sky, amber/fire orange in color. 
sighting lasted for aporoximately 3 minutes. Object was pulsing un",33.7358518,-118.2922933,09/03/2016,20:50
Florida,FL,.Florida,20613477,742,09/03/2016 04:45,USA,Pensacola,FL,Circle,Eight round lights over Pensacola for one hour.,30.421309,-87.2169148,09/03/2016,04:45
California,CA,.California,39167117,748,09/02/2016 22:00,USA,Menifee,CA,Circle,Circular object in sky with red and green lights pulsed,33.6864432,-117.1770436,09/02/2016,22:00
Florida,FL,.Florida,20613477,751,09/01/2016 22:50,USA,Panama City Beach,FL,Sphere,"Object changes colors from red to blue to orange. zoomed in with cam and 
can clearly see something within aura. zipped across sky about",30.1765914,-85.8054878,09/01/2016,22:50
California,CA,.California,39167117,753,8/31/16 22:00,USA,Corte Madera,CA,Circle,Stationary yellow gold lights seen during extended long sighting,37.9254806,-122.5274754,08/31/16,22:00
California,CA,.California,39167117,757,8/31/16 19:46,USA,Pomona,CA,Sphere,"At 7:20pm I was in my backyard watering my garden in the city of pomona, 
ca. At 7:35pm i finish watering the garden and just stood arou",34.0553813,-117.7517495,08/31/16,19:46
California,CA,.California,39167117,758,8/30/16 21:50,USA,Menifee,CA,Other,Once in a life time experience!!,33.6864432,-117.1770436,08/30/16,21:50
California,CA,.California,39167117,766,8/30/16 16:00,USA,Dana Point,CA,Light,Orange light travels across sky then disappears.,33.4669721,-117.6981074,08/30/16,16:00
Florida,FL,.Florida,20613477,768,8/29/16 20:45,USA,Jacksonville,FL,Sphere,"5 orange-yellow lights near I-295 E of Buckman Bridge, moving slowly 
vertically and horizontally.",30.3321838,-81.6556509,08/29/16,20:45
California,CA,.California,39167117,771,8/28/16 19:50,USA,Santa Rosa,CA,Light,White light seen hovering in sky.,38.4404675,-122.7144313,08/28/16,19:50
California,CA,.California,39167117,772,8/28/16 19:30,USA,Santa Rosa,CA,Oval,"Initial object was very bright in the clear eastern sky with no other stars 
or commercial objects visible - bright white oval, football",38.4404675,-122.7144313,08/28/16,19:30
California,CA,.California,39167117,774,8/28/16 19:30,USA,Petaluma,CA,Circle,"UFO over Petaluma on August 28, 2016, @ approximately 7:30 pm..",38.295411,-122.6136934,08/28/16,19:30
California,CA,.California,39167117,776,8/28/16 12:00,USA,Sylmar,CA,Other,"From one side of the sky to the other Out came a Gigantic almond shape 
blurry cloud at Mach speed right over me in city of Sylmar",34.3076252,-118.4492147,08/28/16,12:00
California,CA,.California,39167117,781,8/27/16 20:14,USA,Hollister,CA,Light,"Six red lights in a row, traveling SE near Hollister. ((anonymous 
report))((Report re-posted.))",36.8524545,-121.401602,08/27/16,20:14
Florida,FL,.Florida,20613477,783,8/27/16 00:15,USA,Miami Beach,FL,Light,"We currently are experiencing strange appearances in the sky : one blue 
light and another red light always almost close to each other a",25.7820042,-80.22256429,08/27/16,00:15
Florida,FL,.Florida,20613477,784,8/26/16 21:25,USA,Altamonte Springs,FL,Disk,Hovering in sky with no sound. ((NUFORC Note: Twinkling star? PD)),28.6649055,-81.37626851,08/26/16,21:25
California,CA,.California,39167117,788,8/26/16 13:00,USA,Visalia,CA,Unknown,Sky suddenly dimmed during a lunchtime walk.,36.3302284,-119.2920584,08/26/16,13:00
California,CA,.California,39167117,793,8/25/16 21:35,USA,Pacific Palisades,CA,Oval,"Two fiery deep orange oval-ish shapes erratically flying from north heading 
southbound against local flight patterns, then disappearing",34.0480643,-118.5264705,08/25/16,21:35
Florida,FL,.Florida,20613477,796,8/24/16 16:00,USA,Lakeland,FL,Circle,"Driving E. In the SE direction, I notice a bright white light that isn't 
moving.",28.0470698,-81.9539368,08/24/16,16:00
California,CA,.California,39167117,797,8/24/16 12:20,USA,Murrieta,CA,Rectangle,"3 rectangular UFO's, white, black, and grey.",33.560832,-117.2106563,08/24/16,12:20
California,CA,.California,39167117,798,8/24/16 06:45,USA,Walnut Creek,CA,Formation,"Driving towards San Jose area this morning and noticed small bright lit 
craft hovering in distance; area was hilly.",37.9063131,-122.0649629,08/24/16,06:45
Florida,FL,.Florida,20613477,803,8/24/16 00:00,USA,Holiday,FL,Light,Flashing circular objects moving.,28.187755,-82.74160797,08/24/16,00:00
Florida,FL,.Florida,20613477,816,8/23/16 22:54,USA,Seminole,FL,Changing,"10:54 PM EST Seminole, FL. Leaving out home next to Seminole High School, 
we noticed an odd light arrangement in the sky.",28.7225829,-81.2353682,08/23/16,22:54
Florida,FL,.Florida,20613477,821,8/23/16 21:00,USA,Palm Harbor,FL,Light,"On the night of Aug 23 at around 9 to 9:30pm I observed a group of about 20 
orange/red Lights traveling from west to east in the sky. T",28.0856815,-82.7569069,08/23/16,21:00
California,CA,.California,39167117,826,8/22/16 21:25,USA,Avalon,CA,Other,"Flat, agile.",33.34221,-118.3272611,08/22/16,21:25
California,CA,.California,39167117,828,8/22/16 12:25,USA,Santa Ana,CA,Disk,"Shape of a saucer. Moved quickly. Was only 1; grey. I'm a 29 yr old 
college-educated female. ((anonymous report))",33.7494951,-117.8732212,08/22/16,12:25
California,CA,.California,39167117,829,8/22/16 02:49,USA,Perris,CA,Fireball,Orange light in sky that makes explosion sounds.,33.7825194,-117.2286477,08/22/16,02:49
California,CA,.California,39167117,830,8/22/16 02:25,USA,Perris,CA,Unknown,"Slow moving bright light shoots pyrotechnic toward ground over rural 
Perris, Gavilan Hills.",33.7825194,-117.2286477,08/22/16,02:25
Florida,FL,.Florida,20613477,831,8/21/16 10:00,USA,St. Petersburg,FL,Light,"Light in sky that looked like a star but just started to move left right 
all around it was not a star stars dont move",27.77330515,-82.6469933,08/21/16,10:00
California,CA,.California,39167117,834,8/20/16 22:50,USA,San Diego,CA,Circle,"My wife and I both saw three orange lights in the sky, moving in different 
directions, and making no sound.",32.7174209,-117.1627713,08/20/16,22:50
Florida,FL,.Florida,20613477,839,8/20/16 21:45,USA,Southport,FL,Triangle,"Unusual space craft making erratic movements(turns) in the evening 
sky(21:45) , Aug 20th.2016 over Southport, FL.",30.2893655,-85.6404833,08/20/16,21:45
California,CA,.California,39167117,840,8/20/16 19:32,USA,Oceanside,CA,Cigar,"One silvery looking cigar with smoke out the back going toward the water 
and north.",33.1958696,-117.3794833,08/20/16,19:32
California,CA,.California,39167117,841,8/20/16 19:14,USA,Los Angeles,CA,Disk,"UFO Sighting at LAX Intl. Airport near the Control Tower on August 20, 2016 
at 7:14 p.m. PST ((NUFORC Note: Bird in flight? PD))",34.0543942,-118.2439408,08/20/16,19:14
Florida,FL,.Florida,20613477,852,8/19/16 22:00,USA,Fort Pierce,FL,Fireball,"From my backyard in Fort Pierce/Lakewood Park we witnessed a fireball over 
the East Coast coming from N, heading S.",27.4467056,-80.3256055,08/19/16,22:00
California,CA,.California,39167117,856,8/19/16 22:00,USA,Grass Valley,CA,Light,"The bright light did not have characteristics of an astroid and it decended 
like it was falling rather than streaking.",39.2086655,-121.053123,08/19/16,22:00
California,CA,.California,39167117,863,8/19/16 20:30,USA,Tustin,CA,Rectangle,"After sunset, I saw an upright rectangular object ringed with lights and 
the center was inset like a doorway.",33.7458511,-117.8261659,08/19/16,20:30
California,CA,.California,39167117,864,8/19/16 09:30,USA,Sun City,CA,Light,"A bright white light that seemed to go up and 10 minutes later a big 
blue/green fireball came from the exact place.",33.7010223,-117.2027866,08/19/16,09:30
California,CA,.California,39167117,867,8/19/16 06:55,USA,East Los Angeles,CA,Oval,Silver oval object.,34.0239015,-118.1720156,08/19/16,06:55
Florida,FL,.Florida,20613477,868,8/19/16 06:30,USA,Pompano Beach,FL,Fireball,Green Fireball spotted over Pompano Beach in the Morning.,26.2378597,-80.1247666,08/19/16,06:30
Florida,FL,.Florida,20613477,869,8/19/16 00:55,USA,Vero Beach,FL,Fireball,Fireball looking UFO hovered near us on beach,27.6387163,-80.3975398,08/19/16,00:55
Florida,FL,.Florida,20613477,870,8/19/16 00:54,USA,Citrus Springs,FL,Light,"I was looking at the sky and seen a bright light coming from this thing in 
the sky; it got brighter. ((anonymous report))",29.0004425,-82.45599715,08/19/16,00:54
Florida,FL,.Florida,20613477,871,8/19/16 00:54,USA,Boca Raton,FL,Fireball,"Silent fireball like object slowly flew across sky, then darted off to the 
east, like a shooting star, leaving our atmosphere.",26.3586885,-80.0830983,08/19/16,00:54
Florida,FL,.Florida,20613477,893,8/19/16 00:53,USA,Vero Beach,FL,Circle,What I thought was a meteor might have been something else.,27.6387163,-80.3975398,08/19/16,00:53
Florida,FL,.Florida,20613477,896,8/18/16 23:55,USA,Lake Wales,FL,Circle,"firey round object approached us and stop changing direction and color with 
no noise.",27.9014133,-81.5859098,08/18/16,23:55
California,CA,.California,39167117,897,8/18/16 20:23,USA,Long Beach,CA,Light,"Orange orb, then 22 minutes later, a blue light that disappeared in <2 
seconds.",33.78538945,-118.1580492,08/18/16,20:23
California,CA,.California,39167117,898,8/18/16 20:20,USA,Los Angeles,CA,Fireball,"NEON GREEN STREAK OVER PICO FAIRFAX (L.A.), OVER FULL MOON.",34.0543942,-118.2439408,08/18/16,20:20
Florida,FL,.Florida,20613477,899,8/17/16 21:30,USA,Wesley Chapel,FL,Fireball,Two red balls of fire rise into the sky...hover...and fly away from us.,28.1866014,-82.36612087,08/17/16,21:30
California,CA,.California,39167117,901,8/17/16 20:40,USA,Los Angeles,CA,Light,Blue light ball streaked across east sky. ((anonymous report)),34.0543942,-118.2439408,08/17/16,20:40
Florida,FL,.Florida,20613477,902,8/16/16 23:00,USA,Port Saint Lucie,FL,Triangle,Unidentified craft circling my neighborhood.,27.2939333,-80.3503282,08/16/16,23:00
Florida,FL,.Florida,20613477,908,8/16/16 22:00,USA,Orange Park,FL,Flash,"Ball of light, flash, fast. ((anonymous report))",30.1660736,-81.7064839,08/16/16,22:00
California,CA,.California,39167117,909,8/15/16 21:36,USA,San Diego,CA,Fireball,"Flashing fireball slowly moving over Mission Valley around 9:36 pm on 
Monday night 8/15/2016. Looked like the flash of fire wold repeat",32.7174209,-117.1627713,08/15/16,21:36
California,CA,.California,39167117,917,8/15/16 21:00,USA,Laguna Beach,CA,Fireball,"Comet-like UFO's with shimmery tales over the ocean turning on and off. 
((anonymous report))",33.5420888,-117.7834146,08/15/16,21:00
California,CA,.California,39167117,919,8/14/16 22:45,USA,Marina Del Rey,CA,Light,"Walking west on Washington blvd at Palawan way 6 orange lights were seen 
moving in out of a straight line. Then they formed a straight",36.9225615,-121.8517848,08/14/16,22:45
California,CA,.California,39167117,920,8/14/16 21:00,USA,Wheatland,CA,Circle,"Observed strange bluish light. North to south direction. Unknown altitude. 
Very Fast. Horizon to horizon in approx. two minutes.",39.0098947,-121.4230132,08/14/16,21:00
Florida,FL,.Florida,20613477,923,8/13/16 22:15,USA,Jacksonville,FL,Light,"My girlfriend noticed a bright star over one of the trees and pointed it 
out to me.",30.3321838,-81.6556509,08/13/16,22:15
Florida,FL,.Florida,20613477,924,8/13/16 19:10,USA,Bal Harbour,FL,Other,Invisible flying saucer exhausts and top revealed by sunsent over miami,25.8931969,-80.1295425,08/13/16,19:10
California,CA,.California,39167117,925,08/12/2016 23:00,USA,Ridgecrest,CA,Cylinder,"Irradiating orange cylinder over the Mojave Desert during Perseid Meteor 
shower.",35.6225064,-117.6699413,08/12/2016,23:00
California,CA,.California,39167117,928,08/12/2016 20:00,USA,Fairfield,CA,Chevron,"Small, still, V-shaped UFO.",38.2493581,-122.0399662,08/12/2016,20:00
California,CA,.California,39167117,949,08/12/2016 19:00,USA,Riverside,CA,Other,"Orange orb over the 60 freeway in Riverside, California.",33.9533546,-117.3961622,08/12/2016,19:00
Florida,FL,.Florida,20613477,950,08/12/2016 16:00,USA,Stuart,FL,Circle,Bright white light blue hue.,27.197983,-80.2519174,08/12/2016,16:00
Florida,FL,.Florida,20613477,958,08/12/2016 04:15,USA,Deltona,FL,Chevron,"Grey chevron tracked east to west over Deltona, Fl.",28.9005446,-81.2636737,08/12/2016,04:15
California,CA,.California,39167117,960,08/11/2016 23:30,USA,Carmichael,CA,Chevron,Chevron-shaped craft seen during Perseid Meteor Shower,38.6275665,-121.3217231,08/11/2016,23:30
California,CA,.California,39167117,963,08/11/2016 22:30,USA,South Gate,CA,Fireball,"Look up at the sky to see a ball of green blue light dash quickly across 
and disappear. ((anonymous report))",33.9463456,-118.2009809,08/11/2016,22:30
California,CA,.California,39167117,972,08/11/2016 09:10,USA,Antioch,CA,Triangle,"Me & fiance noticed a bright light sitting for a long period of time as if 
it was a star. ((anonymous report. Star??))",38.0049214,-121.8057889,08/11/2016,09:10
Florida,FL,.Florida,20613477,978,08/11/2016 07:00,USA,Palm Coast,FL,Unknown,"It started when I woke up, as if I've never fallen asleep, to my dog and 
cat both growling with their hackles standing up.",29.5541432,-81.2207672,08/11/2016,07:00
California,CA,.California,39167117,979,08/10/2016 23:00,USA,Citrus Heights,CA,Light,"A mixture of excitement and sheer curiosity is the intent i am coming from 
let me say that first. my stance or perspective about my exp",38.7071247,-121.281061,08/10/2016,23:00
Florida,FL,.Florida,20613477,983,08/10/2016 23:00,USA,Fort Lauderdale,FL,Circle,"Driving down the highway there was a big bright circular light, it would 
dim and get really bright again. Then it would break off into",26.1254381,-80.1381514,08/10/2016,23:00
California,CA,.California,39167117,984,08/10/2016 05:00,USA,Menifee,CA,Circle,Invisible looking with fading out lights around rims of circle.,33.6864432,-117.1770436,08/10/2016,05:00
California,CA,.California,39167117,986,08/10/2016 01:00,USA,Citrus Heights,CA,Unknown,"I started investigating on my own starting the end of month July up to 
present day. Unless objects just disappeared for whatever reason",38.7071247,-121.281061,08/10/2016,01:00
California,CA,.California,39167117,992,08/09/2016 03:40,USA,Castro Valley,CA,Light,"Driving to work on I-580, saw a glowing craft moving along the coast of 
California. It was a bright greenish color, moved extreamly fas",37.715818,-122.0902877,08/09/2016,03:40
Florida,FL,.Florida,20613477,994,08/08/2016 22:30,USA,Starke,FL,Circle,"((NUFORC Note: Witness does not provide any information about the sighting. 
PD))",29.9443451,-82.1101136,08/08/2016,22:30
California,CA,.California,39167117,999,08/08/2016 14:30,USA,Anderson,CA,Other,Bright floating tinfoil looking object.,40.448208,-122.2977814,08/08/2016,14:30
Florida,FL,.Florida,20613477,1009,08/08/2016 11:16,USA,Jacksonville,FL,Light,At least 20 different colored shining objects in the sky that are moving.,30.3321838,-81.6556509,08/08/2016,11:16
Florida,FL,.Florida,20613477,1017,08/07/2016 22:30,USA,Lady Lake,FL,Cross,((NUFORC Note: Witness provides no information. PD)) ((anonymous report)),28.9174855,-81.9228603,08/07/2016,22:30
California,CA,.California,39167117,1020,08/07/2016 21:20,USA,Antioch,CA,Light,"2 orange lights ascended into the sky until no longer visible. ((anonymous 
report))",38.0049214,-121.8057889,08/07/2016,21:20
California,CA,.California,39167117,1024,08/07/2016 01:12,USA,Los Banos,CA,Triangle,"Triangle shape, with 3 lights.",37.0592253,-120.8505341,08/07/2016,01:12
California,CA,.California,39167117,1026,08/06/2016 11:30,USA,Glendale,CA,Triangle,"Huge black triangular UFO seen over Los Angeles, CA, at 11:30 AM, August 
06, 2016.",34.142498,-118.2485959,08/06/2016,11:30
Florida,FL,.Florida,20613477,1032,08/05/2016 00:00,USA,Apopka,FL,Oval,colored oval shaped light in the sky.,28.7414145,-81.5344293,08/05/2016,00:00
California,CA,.California,39167117,1036,08/03/2016 13:36,USA,Costa Mesa,CA,Oval,"Strange, white, glowing, moving lights where seen by at least 5 people 
during the day.",33.6633386,-117.9033169,08/03/2016,13:36
California,CA,.California,39167117,1038,08/02/2016 01:22,USA,Pittsburg,CA,Circle,2 silver sphere ufos.,38.0181745,-121.8901231,08/02/2016,01:22
California,CA,.California,39167117,1040,08/01/2016 22:30,USA,Chico,CA,Circle,"UFOs seen over Chico, CA. ((anonymous report))",39.7284945,-121.8374776,08/01/2016,22:30
Florida,FL,.Florida,20613477,1042,08/01/2016 20:45,USA,Jacksonville,FL,Changing,"Three bright reds lights crossing the sky, and then straight up and out of 
sight.",30.3321838,-81.6556509,08/01/2016,20:45
Florida,FL,.Florida,20613477,1047,08/01/2016 20:45,USA,Jacksonville,FL,Light,"Red lights, three, moving from east to west, the stright up.",30.3321838,-81.6556509,08/01/2016,20:45
California,CA,.California,39167117,1048,08/01/2016 19:33,USA,Blythe,CA,Disk,Two saucers and a lighting bolt,33.5603938,-114.912069,08/01/2016,19:33
California,CA,.California,39167117,1053,7/30/16 21:20,USA,Norwalk,CA,Fireball,"Saw a orangish red light in the sky , thought maybe it was a helicopter or 
airplane that seemed to be coming in my direction , but then",33.9092802,-118.0849168,07/30/16,21:20
Florida,FL,.Florida,20613477,1054,7/29/16 22:00,USA,Davenport,FL,Circle,"Bright orange/yellow sphere hovering over home in Davenport, FL. 
((anonymous report))",28.1614046,-81.6017416,07/29/16,22:00
California,CA,.California,39167117,1055,7/29/16 21:49,USA,Riverside,CA,Light,"Pair of white light balls rapidly fade in and out, over Riverside City, 
Southern California.",33.9533546,-117.3961622,07/29/16,21:49
California,CA,.California,39167117,1059,7/29/16 15:30,USA,Galt,CA,Circle,"Balloon type object but seemed to be moving very slowly...wind a ground 
level est 4-6 knots w to e.",38.2546373,-121.2999484,07/29/16,15:30
Florida,FL,.Florida,20613477,1061,7/28/16 22:00,USA,Panama City Beach,FL,Formation,"Massive lighted kites on Florida beach front, initially mistaken for UFO's. 
((NUFORC Note: Apparently kites, not UFOs. PD))",30.1765914,-85.8054878,07/28/16,22:00
California,CA,.California,39167117,1063,7/28/16 06:18,USA,Aliso Viejo,CA,Triangle,"Pacific Park to Aliso Creek saw three yellow, orange lights. In triangular 
formation the two lower lights jones the brighter,larger ape",33.5761376,-117.7258121,07/28/16,06:18
California,CA,.California,39167117,1066,7/27/16 22:41,USA,Sherman Oaks,CA,Fireball,"Like a plane on fire with a long tail of read flames, white flames inside 
the red tail.((NUFORC Note: Space debris. PD))",34.1508718,-118.4489864,07/27/16,22:41
California,CA,.California,39167117,1069,7/27/16 22:20,USA,Lincoln,CA,Circle,Orange orb traveling north/west.,38.891565,-121.2930078,07/27/16,22:20
California,CA,.California,39167117,1070,7/27/16 22:00,USA,Ukiah,CA,Circle,Big and very bright object flying low.,39.1501662,-123.207786,07/27/16,22:00
California,CA,.California,39167117,1071,7/27/16 22:00,USA,La Mesa,CA,Light,"One flying light travels through sky fast then quickly descends, turns into 
2 lights. ((NUFORC Note: Chinese rocket re-entry. PD))",32.7678288,-117.0230838,07/27/16,22:00
California,CA,.California,39167117,1074,7/27/16 22:00,USA,Modesto,CA,Light,"Jet liked object flying, it looked like it was crashing or flying downward 
quickly leaving a trail of orange light. ((anonymous report)",37.6390972,-120.9968781,07/27/16,22:00
California,CA,.California,39167117,1077,7/27/16 22:00,USA,Santa Clarita,CA,Fireball,"Patrons, at a park saw an object resembling a crashing, burning, plane, or 
rocket, or meteorite. ((NUFORC Note: Space debris. PD))",34.3916641,-118.5425859,07/27/16,22:00
California,CA,.California,39167117,1079,7/27/16 22:00,USA,Palmdale,CA,Fireball,"All 3 were flying across the sky downward, streaking across with what 
looked like sparks. ((NUFORC Note: Space debris. PD))",34.5793131,-118.1171107,07/27/16,22:00
California,CA,.California,39167117,1082,7/27/16 21:50,USA,Beaumont,CA,Other,"Long lines in the sky. ((anonymous report)) ((NUFORC Note: Space debris 
re-entering our atmosphere. PD))",33.9294606,-116.9772479,07/27/16,21:50
California,CA,.California,39167117,1084,7/27/16 21:50,USA,Mojave,CA,Fireball,Huge meteor over Mojave. ((NUFORC Note: Chinese rocket re-entry. PD)),35.010985,-118.1903243,07/27/16,21:50
California,CA,.California,39167117,1088,7/27/16 21:50,USA,Tracy,CA,Fireball,"Fireball Over Tracy, California. ((NUFORC Note: Reported to be re-entering 
Chinese rocket shell. PD))",37.718829,-121.4343798,07/27/16,21:50
California,CA,.California,39167117,1090,7/27/16 21:50,USA,Ventura,CA,Light,"A slow moving white trail moved across the sky. After about 20 seconds 
separated into 2.((NUFORC Note: Chinese rocket re-entry. PD))",34.364744,-119.3105822,07/27/16,21:50
California,CA,.California,39167117,1100,7/27/16 21:45,USA,San Jose,CA,Fireball,"My friend and I saw a fireball moving across the sky. ((anonymous report)) 
((NUFORC Note: Space debris? PD))",37.3361905,-121.8905832,07/27/16,21:45
California,CA,.California,39167117,1101,7/27/16 21:45,USA,Stockton,CA,Fireball,"Ufo over stockton plane crash? Meteor? Drone? video disappeared on one 
camera. ((NUFORC Note: Space debris. PD))",37.9577016,-121.2907795,07/27/16,21:45
California,CA,.California,39167117,1103,7/27/16 21:45,USA,Lake Hughes,CA,Fireball,"""Missile test"" my ((obscenity deleted)).",34.6774576,-118.4487111,07/27/16,21:45
California,CA,.California,39167117,1104,7/27/16 21:45,USA,Modesto,CA,Cone,"White, yellow, blue-colored fireball. Was coming from the ssw, heading 
towards the E.
((NUFORC Note: Chinese rocket re-entry. PD))",37.6390972,-120.9968781,07/27/16,21:45
California,CA,.California,39167117,1106,7/27/16 21:45,USA,Huntington Beach,CA,Other,"Meteor-like light with trail stopped and emitted another light, then 
changed course. ((NUFORC Note: Space debris. PD))",33.6783336,-118.0000165,07/27/16,21:45
California,CA,.California,39167117,1114,7/27/16 21:45,USA,Santa Ana,CA,Circle,"This flaming ball was falling at an extremely fast speed from the sky. 
((NUFORC Note: Chinese rocket re-entry. PD))",33.7494951,-117.8732212,07/27/16,21:45
California,CA,.California,39167117,1119,7/27/16 21:40,USA,Tracy,CA,Fireball,"Slow-moving fireball moving E to W in the S sky. Yellowish in color and 
pulsing as it broke up. ((NUFORC Note: Space debris. PD))",37.718829,-121.4343798,07/27/16,21:40
California,CA,.California,39167117,1121,7/27/16 21:40,USA,Ventura,CA,Fireball,"Fireballs flying over two trees. ((NUFORC Note: Chinese rocket re-entry. 
PD))",34.364744,-119.3105822,07/27/16,21:40
California,CA,.California,39167117,1123,7/27/16 21:40,USA,San Jose,CA,Unknown,"Long observation of a spectacular orange fireball with massively long 
trail. ((NUFORC Note: Space debris. PD))",37.3361905,-121.8905832,07/27/16,21:40
California,CA,.California,39167117,1124,7/27/16 21:40,USA,Phelan,CA,Fireball,"I seen a strange looking object in the sky. ((NUFORC Note: Chinese rocket 
re-entry. PD))",34.426298,-117.5725025,07/27/16,21:40
California,CA,.California,39167117,1125,7/27/16 21:40,USA,Bakersfield,CA,Fireball,"Large orange-red fireball appear in the NW sky and fall to the E of 
Bakersfield. ((NUFORC Note: Space debris. PD))",35.3738712,-119.0194638,07/27/16,21:40
California,CA,.California,39167117,1126,7/27/16 21:40,USA,Truckee,CA,Fireball,"Sighted object(s) of two red-orange glowing balls with comet-like glowing 
tails. ((NUFORC Note: Chinese rocket re-entry. PD))",39.327962,-120.1832532,07/27/16,21:40
California,CA,.California,39167117,1131,7/27/16 21:38,USA,Anza,CA,Other,"Two fiery objects heading from west to east, with a slow descent rate, 
vanished behind mountains. ((NUFORC Note: Space debris. PD))",33.5559483,-116.67457,07/27/16,21:38
California,CA,.California,39167117,1132,7/27/16 21:37,USA,Livermore,CA,Fireball,"Saw a large ball of light traveling West to East in Livermore. ((NUFORC 
Note: Space debris. PD))",37.6820583,-121.768053,07/27/16,21:37
California,CA,.California,39167117,1134,7/27/16 21:37,USA,Stockton,CA,Fireball,"Slow moving, gradually descending bright white light with trail that broke 
up into 2 red objs. ((NUFORC Note: Space debris. PD))",37.9577016,-121.2907795,07/27/16,21:37
California,CA,.California,39167117,1136,7/27/16 21:36,USA,Mariposa County,CA,Sphere,"Object was moving in the sky slowly...emitting a long tail, no sound. 
((NUFORC Note: Space debris. PD))",37.570148,-119.9036591,07/27/16,21:36
California,CA,.California,39167117,1137,7/27/16 21:35,USA,French Camp,CA,Fireball,"Massive entry burnout of a ufo. Did not appear to make a landing. ((NUFORC 
Note: Space debris. PD))",37.876291,-121.2717438,07/27/16,21:35
California,CA,.California,39167117,1138,7/27/16 21:35,USA,Victorville,CA,Fireball,"UFO, fire, contrail. ((NUFORC Note: Reported to be re-entering Chinese 
rocket shell. PD))",34.5361067,-117.2911564,07/27/16,21:35
California,CA,.California,39167117,1139,7/27/16 21:35,USA,Waterford,CA,Fireball,"I saw a slow moving object moving from West to east. ((NUFORC Note: Space 
debris. PD))",37.6413202,-120.7604833,07/27/16,21:35
California,CA,.California,39167117,1140,7/27/16 21:35,USA,Sacramento,CA,Fireball,"Fireball with trail similar to a comet seen navigating over roof tops of 
suburb of city. ((NUFORC Note: Space debris. PD))",38.5815719,-121.4943995,07/27/16,21:35
California,CA,.California,39167117,1142,7/27/16 21:35,USA,Oxnard,CA,Teardrop,"One tailing the other. Low in skyline. Then disappeared behind some trees. 
((NUFORC Note: Space debris. PD))",34.1976308,-119.1803817,07/27/16,21:35
California,CA,.California,39167117,1143,7/27/16 21:35,USA,San Diego,CA,Light,Looking north from Point Loma in San Diego ((NUFORC Note: Space debris. PD)),32.7174209,-117.1627713,07/27/16,21:35
California,CA,.California,39167117,1144,7/27/16 21:35,USA,Chico,CA,Other,"golden ball with tail of sparks over sierra Nevada Mountains. ((NUFORC 
Note: Space debris. PD))",39.7284945,-121.8374776,07/27/16,21:35
California,CA,.California,39167117,1146,7/27/16 21:35,USA,Frazier Park,CA,Fireball,"A fireball in the sky that was moving slow and right above the mountains 
across the sky. ((NUFORC Note: Space debris. PD))",34.8115546,-118.9577628,07/27/16,21:35
California,CA,.California,39167117,1148,7/27/16 21:35,USA,Los Angeles,CA,Fireball,"A fireball above the southern horizon seen from the district of El Sereno 
in northeast Los Angeles.",34.0543942,-118.2439408,07/27/16,21:35
California,CA,.California,39167117,1152,7/27/16 21:35,USA,Oakdale,CA,Rectangle,"Like a airplane on fire then it kept going and when it passed out head it 
had like 6 lights. ((NUFORC Note: Space debris. PD))",37.7665947,-120.8471544,07/27/16,21:35
California,CA,.California,39167117,1153,7/27/16 21:35,USA,Costa Mesa,CA,Fireball,"Fireball for 30 seconds then disappeared. ((anonymous report))((NUFORC 
Note: Re-entering space debris. PD))",33.6633386,-117.9033169,07/27/16,21:35
California,CA,.California,39167117,1154,7/27/16 21:35,USA,Huntington Beach,CA,Unknown,"Bright light. ((anonymous report)) ((NUFORC Note: Re-entering space debris. 
PD))((anonymous report))",33.6783336,-118.0000165,07/27/16,21:35
California,CA,.California,39167117,1155,7/27/16 21:35,USA,Corona,CA,Fireball,"Saw 2 fireballs clear as day across the sky. Sort of looked like 2 planes 
were crashing. ((NUFORC Note: Space debris. PD))",37.0066161,-121.9969062,07/27/16,21:35
California,CA,.California,39167117,1165,7/27/16 21:35,USA,Dublin,CA,Fireball,"To S, emerging just above the treeline, moving W to E, a white fireball 
similar to a jet engine. ((NUFORC Note: Space debris. PD)",37.7021521,-121.9357917,07/27/16,21:35
California,CA,.California,39167117,1168,7/27/16 21:30,USA,San Mateo,CA,Fireball,"Fireball with long tail gliding through the sky very slowly and l low in 
the sky. ((NUFORC Note: Chinese rocket re-entry. PD))",37.496904,-122.3330572,07/27/16,21:30
California,CA,.California,39167117,1171,7/27/16 21:30,USA,Rohnert Park,CA,Fireball,"@ concert in Rohnert Park, CA, there was what appeared to be a fireball 
with a very large tail. ((NUFORC Note: Space debris. PD))",38.3396367,-122.7010983,07/27/16,21:30
